tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;airportid_1;airportid_2;airport_1;airport_2;nsmiles;passengers;fare;carrier_lg;large_ms;fare_lg;carrier_low;lf_ms;fare_low;tbl1apk;Columna2;Columna1
Table1a;2021;3;30194;33192;Dallas/Fort Worth, TX;Sacramento, CA;11259;14893;DAL;SMF;1442;225;22688;WN;9899;22632;WN;9899;22632;202131125914893DALSMF;;
Table1a;2021;3;30194;33192;Dallas/Fort Worth, TX;Sacramento, CA;11298;14893;DFW;SMF;1442;424;25180;AA;8767;25615;NK;333;9216;202131129814893DFWSMF;;
Table1a;2021;3;30194;33195;Dallas/Fort Worth, TX;Tampa, FL (Metropolitan Area);11259;15304;DAL;TPA;929;412;13958;WN;9826;13853;WN;9826;13853;202131125915304DALTPA;;
Table1a;2021;3;30194;33195;Dallas/Fort Worth, TX;Tampa, FL (Metropolitan Area);11298;15304;DFW;TPA;929;902;15791;AA;8703;16463;NK;1010;8136;202131129815304DFWTPA;;
Table1a;2021;3;30194;33198;Dallas/Fort Worth, TX;Kansas City, MO;11259;13198;DAL;MCI;461;402;15427;WN;10000;15427;WN;10000;15427;202131125913198DALMCI;;
Table1a;2021;3;30194;33198;Dallas/Fort Worth, TX;Kansas City, MO;11298;13198;DFW;MCI;461;487;14788;AA;9880;14775;AA;9880;14775;202131129813198DFWMCI;;
Table1a;2021;3;30194;33214;Dallas/Fort Worth, TX;San Antonio, TX;11259;14683;DAL;SAT;247;379;16849;WN;9983;16855;WN;9983;16855;202131125914683DALSAT;;
Table1a;2021;3;30194;33214;Dallas/Fort Worth, TX;San Antonio, TX;11298;14683;DFW;SAT;247;334;16430;AA;9765;16436;AA;9765;16436;202131129814683DFWSAT;;
Table1a;2021;3;30194;33244;Dallas/Fort Worth, TX;Memphis, TN;11259;13244;DAL;MEM;431;105;14256;WN;9856;14214;WN;9856;14214;202131125913244DALMEM;;
Table1a;2021;3;30194;33244;Dallas/Fort Worth, TX;Memphis, TN;11298;13244;DFW;MEM;431;386;15436;AA;9763;15300;AA;9763;15300;202131129813244DFWMEM;;
Table1a;2021;3;30194;33316;Dallas/Fort Worth, TX;Omaha, NE;11259;13871;DAL;OMA;586;113;16350;WN;9981;16349;WN;9981;16349;202131125913871DALOMA;;
Table1a;2021;3;30194;33316;Dallas/Fort Worth, TX;Omaha, NE;11298;13871;DFW;OMA;586;261;18698;AA;9520;18578;AA;9520;18578;202131129813871DFWOMA;;
Table1a;2021;3;30194;33342;Dallas/Fort Worth, TX;Milwaukee, WI;11259;13342;DAL;MKE;853;115;19450;WN;9773;19370;WN;9773;19370;202131125913342DALMKE;;
Table1a;2021;3;30194;33342;Dallas/Fort Worth, TX;Milwaukee, WI;11298;13342;DFW;MKE;853;340;21241;AA;9255;20947;AA;9255;20947;202131129813342DFWMKE;;
Table1a;2021;3;30194;33495;Dallas/Fort Worth, TX;New Orleans, LA;11259;13495;DAL;MSY;447;470;12438;WN;9965;12427;WN;9965;12427;202131125913495DALMSY;;
Table1a;2021;3;30194;33495;Dallas/Fort Worth, TX;New Orleans, LA;11298;13495;DFW;MSY;447;446;13770;AA;9084;14017;NK;565;8428;202131129813495DFWMSY;;
Table1a;2021;3;30194;33570;Dallas/Fort Worth, TX;San Diego, CA;11259;14679;DAL;SAN;1182;502;19313;WN;9922;19250;WN;9922;19250;202131125914679DALSAN;;
Table1a;2021;3;30194;33570;Dallas/Fort Worth, TX;San Diego, CA;11298;14679;DFW;SAN;1182;964;21841;AA;8520;22550;F9;103;7052;202131129814679DFWSAN;;
Table1a;2021;3;30194;33667;Dallas/Fort Worth, TX;Norfolk, VA (Metropolitan Area);11259;13931;DAL;ORF;1212;38;22694;WN;8138;21889;WN;8138;21889;202131125913931DALORF;;
Table1a;2021;3;30194;33667;Dallas/Fort Worth, TX;Norfolk, VA (Metropolitan Area);11298;13931;DFW;ORF;1212;321;22484;AA;8736;22189;AA;8736;22189;202131129813931DFWORF;;
Table1a;2021;3;30194;33667;Dallas/Fort Worth, TX;Norfolk, VA (Metropolitan Area);11298;14098;DFW;PHF;1212;10;27336;AA;9778;27566;AA;9778;27566;202131129814098DFWPHF;;
Table1a;2021;3;30194;33728;Dallas/Fort Worth, TX;Pensacola, FL;11259;14193;DAL;PNS;604;156;13121;WN;9748;13028;WN;9748;13028;202131125914193DALPNS;;
Table1a;2021;3;30194;33728;Dallas/Fort Worth, TX;Pensacola, FL;11298;14193;DFW;PNS;604;290;14756;AA;8428;15598;NK;1050;7265;202131129814193DFWPNS;;
Table1a;2021;3;30194;34027;Dallas/Fort Worth, TX;West Palm Beach/Palm Beach, FL;11259;14027;DAL;PBI;1102;7;26003;DL;5909;27226;WN;4091;24237;202131125914027DALPBI;;
Table1a;2021;3;30194;34027;Dallas/Fort Worth, TX;West Palm Beach/Palm Beach, FL;11298;14027;DFW;PBI;1102;183;25056;AA;9200;25077;AA;9200;25077;202131129814027DFWPBI;;
Table1a;2021;3;30194;34057;Dallas/Fort Worth, TX;Portland, OR;11259;14057;DAL;PDX;1626;189;21543;WN;5192;22595;AS;4388;20554;202131125914057DALPDX;;
Table1a;2021;3;30194;34057;Dallas/Fort Worth, TX;Portland, OR;11298;14057;DFW;PDX;1626;601;22764;AA;5627;24937;AS;3280;19676;202131129814057DFWPDX;;
Table1a;2021;3;30194;34100;Dallas/Fort Worth, TX;Philadelphia, PA;11259;14100;DAL;PHL;1303;69;20550;WN;7598;21181;DL;2386;18558;202131125914100DALPHL;;
Table1a;2021;3;30194;34100;Dallas/Fort Worth, TX;Philadelphia, PA;11298;14100;DFW;PHL;1303;1200;20937;AA;8797;21986;F9;600;9064;202131129814100DFWPHL;;
Table1a;2021;3;30194;34492;Dallas/Fort Worth, TX;Raleigh/Durham, NC;11259;14492;DAL;RDU;1061;101;21110;WN;9194;20507;WN;9194;20507;202131125914492DALRDU;;
Table1a;2021;3;30194;34492;Dallas/Fort Worth, TX;Raleigh/Durham, NC;11298;14492;DFW;RDU;1061;491;22740;AA;9203;22682;UA;151;22632;202131129814492DFWRDU;;
Table1a;2021;3;30194;34524;Dallas/Fort Worth, TX;Richmond, VA;11259;14524;DAL;RIC;1158;32;21548;WN;8013;20769;WN;8013;20769;202131125914524DALRIC;;
Table1a;2021;3;30194;34524;Dallas/Fort Worth, TX;Richmond, VA;11298;14524;DFW;RIC;1158;265;23987;AA;8996;24012;NK;107;10465;202131129814524DFWRIC;;
Table1a;2021;3;30194;34570;Dallas/Fort Worth, TX;Reno, NV;11259;14570;DAL;RNO;1356;79;22376;WN;9848;22458;AS;110;17525;202131125914570DALRNO;;
Table1a;2021;3;30194;34570;Dallas/Fort Worth, TX;Reno, NV;11298;14570;DFW;RNO;1356;237;24835;AA;9161;24860;UA;243;23715;202131129814570DFWRNO;;
Table1a;2021;3;30194;34614;Dallas/Fort Worth, TX;Salt Lake City, UT;11259;14869;DAL;SLC;999;197;14894;WN;9945;14891;WN;9945;14891;202131125914869DALSLC;;
Table1a;2021;3;30194;34614;Dallas/Fort Worth, TX;Salt Lake City, UT;11298;14869;DFW;SLC;999;1008;16829;DL;5006;16035;DL;5006;16035;202131129814869DFWSLC;;
Table1a;2021;3;30194;34653;Dallas/Fort Worth, TX;Tulsa, OK;11259;15370;DAL;TUL;238;79;14757;WN;10000;14757;WN;10000;14757;202131125915370DALTUL;;
Table1a;2021;3;30194;34653;Dallas/Fort Worth, TX;Tulsa, OK;11298;15370;DFW;TUL;238;122;15537;AA;9964;15529;AA;9964;15529;202131129815370DFWTUL;;
Table1a;2021;3;30194;34685;Dallas/Fort Worth, TX;Savannah, GA;11259;14685;DAL;SAV;925;76;17683;WN;9258;17482;WN;9258;17482;202131125914685DALSAV;;
Table1a;2021;3;30194;34685;Dallas/Fort Worth, TX;Savannah, GA;11298;14685;DFW;SAV;925;175;19121;AA;9002;18773;AA;9002;18773;202131129814685DFWSAV;;
Table1a;2021;3;30194;35412;Dallas/Fort Worth, TX;Knoxville, TN;11259;15412;DAL;TYS;771;2;26715;DL;10000;26715;DL;10000;26715;202131125915412DALTYS;;
Table1a;2021;3;30194;35412;Dallas/Fort Worth, TX;Knoxville, TN;11298;15412;DFW;TYS;771;192;26834;AA;9060;26755;UA;164;24793;202131129815412DFWTYS;;
Table1a;2021;3;30198;32457;Pittsburgh, PA;San Francisco, CA (Metropolitan Area);14122;13796;PIT;OAK;2254;45;29778;WN;8696;31075;NK;676;17857;202131412213796PITOAK;;
Table1a;2021;3;30198;32457;Pittsburgh, PA;San Francisco, CA (Metropolitan Area);14122;14771;PIT;SFO;2254;230;36178;UA;3694;39682;AA;2455;35797;202131412214771PITSFO;;
Table1a;2021;3;30198;32457;Pittsburgh, PA;San Francisco, CA (Metropolitan Area);14122;14831;PIT;SJC;2254;70;32169;WN;5062;29843;WN;5062;29843;202131412214831PITSJC;;
Table1a;2021;3;30198;33195;Pittsburgh, PA;Tampa, FL (Metropolitan Area);14122;14112;PIT;PIE;878;80;9003;G4;10000;9003;G4;10000;9003;202131412214112PITPIE;;
Table1a;2021;3;30198;33195;Pittsburgh, PA;Tampa, FL (Metropolitan Area);14122;15304;PIT;TPA;878;532;16399;WN;6272;17772;NK;1428;7524;202131412215304PITTPA;;
Table1a;2021;3;30255;30852;Huntsville, AL;Washington, DC (Metropolitan Area);12217;10821;HSV;BWI;641;37;27079;DL;6297;27246;AA;3324;26904;202131221710821HSVBWI;;
Table1a;2021;3;30255;30852;Huntsville, AL;Washington, DC (Metropolitan Area);12217;11278;HSV;DCA;641;129;27403;AA;9129;26793;AA;9129;26793;202131221711278HSVDCA;;
Table1a;2021;3;30255;30852;Huntsville, AL;Washington, DC (Metropolitan Area);12217;12264;HSV;IAD;641;76;24429;UA;8845;23181;UA;8845;23181;202131221712264HSVIAD;;
Table1a;2021;3;30257;30852;Albany, NY;Washington, DC (Metropolitan Area);10257;10821;ALB;BWI;325;129;17361;WN;9992;17370;WN;9992;17370;202131025710821ALBBWI;;
Table1a;2021;3;30257;30852;Albany, NY;Washington, DC (Metropolitan Area);10257;11278;ALB;DCA;325;83;21015;AA;9882;20967;AA;9882;20967;202131025711278ALBDCA;;
Table1a;2021;3;30257;30852;Albany, NY;Washington, DC (Metropolitan Area);10257;12264;ALB;IAD;325;46;21655;UA;9930;21670;UA;9930;21670;202131025712264ALBIAD;;
Table1a;2021;3;30257;30977;Albany, NY;Chicago, IL;10257;13232;ALB;MDW;723;108;19216;WN;9940;19131;WN;9940;19131;202131025713232ALBMDW;;
Table1a;2021;3;30257;30977;Albany, NY;Chicago, IL;10257;13930;ALB;ORD;723;205;24240;UA;6433;23451;UA;6433;23451;202131025713930ALBORD;;
Table1a;2021;3;30257;32467;Albany, NY;Miami, FL (Metropolitan Area);10257;11697;ALB;FLL;1225;272;18060;B6;7990;17450;B6;7990;17450;202131025711697ALBFLL;;
Table1a;2021;3;30257;32467;Albany, NY;Miami, FL (Metropolitan Area);10257;13303;ALB;MIA;1225;34;22944;AA;5237;23662;WN;2650;18600;202131025713303ALBMIA;;
Table1a;2021;3;30257;32575;Albany, NY;Los Angeles, CA (Metropolitan Area);10257;10800;ALB;BUR;2468;9;30806;WN;8929;30496;UA;238;18300;202131025710800ALBBUR;;
Table1a;2021;3;30257;32575;Albany, NY;Los Angeles, CA (Metropolitan Area);10257;12892;ALB;LAX;2468;142;40071;AA;3057;40444;WN;1816;33363;202131025712892ALBLAX;;
Table1a;2021;3;30257;32575;Albany, NY;Los Angeles, CA (Metropolitan Area);10257;12954;ALB;LGB;2468;4;28946;WN;9444;28781;WN;9444;28781;202131025712954ALBLGB;;
Table1a;2021;3;30257;32575;Albany, NY;Los Angeles, CA (Metropolitan Area);10257;13891;ALB;ONT;2468;16;31785;WN;4133;27920;F9;1067;15231;202131025713891ALBONT;;
Table1a;2021;3;30257;32575;Albany, NY;Los Angeles, CA (Metropolitan Area);10257;14908;ALB;SNA;2468;29;39180;UA;2890;41184;WN;2662;33676;202131025714908ALBSNA;;
Table1a;2021;3;30257;33195;Albany, NY;Tampa, FL (Metropolitan Area);10257;14112;ALB;PIE;1138;84;9344;G4;10000;9344;G4;10000;9344;202131025714112ALBPIE;;
Table1a;2021;3;30257;33195;Albany, NY;Tampa, FL (Metropolitan Area);10257;15304;ALB;TPA;1138;149;22211;WN;6380;20436;WN;6380;20436;202131025715304ALBTPA;;
Table1a;2021;3;30279;30194;Amarillo, TX;Dallas/Fort Worth, TX;10279;11259;AMA;DAL;323;118;13630;WN;9954;13624;WN;9954;13624;202131027911259AMADAL;;
Table1a;2021;3;30279;30194;Amarillo, TX;Dallas/Fort Worth, TX;10279;11298;AMA;DFW;323;114;15157;AA;9876;15138;AA;9876;15138;202131027911298AMADFW;;
Table1a;2021;3;30325;30466;Denver, CO;Phoenix, AZ;11292;14107;DEN;PHX;602;2449;12862;WN;5098;13345;AA;2062;12114;202131129214107DENPHX;;
Table1a;2021;3;30325;30852;Denver, CO;Washington, DC (Metropolitan Area);11292;10821;DEN;BWI;1491;1173;20147;WN;6633;20925;WN;6633;20925;202131129210821DENBWI;;
Table1a;2021;3;30325;30852;Denver, CO;Washington, DC (Metropolitan Area);11292;11278;DEN;DCA;1491;759;17494;F9;5729;11445;F9;5729;11445;202131129211278DENDCA;;
Table1a;2021;3;30325;30852;Denver, CO;Washington, DC (Metropolitan Area);11292;12264;DEN;IAD;1491;1091;23496;UA;7092;25491;WN;2702;17810;202131129212264DENIAD;;
Table1a;2021;3;30325;31453;Denver, CO;Houston, TX;11292;12191;DEN;HOU;883;770;13833;WN;9883;13765;WN;9883;13765;202131129212191DENHOU;;
Table1a;2021;3;30325;31453;Denver, CO;Houston, TX;11292;12266;DEN;IAH;883;1575;15029;UA;6643;17165;WN;1952;11909;202131129212266DENIAH;;
Table1a;2021;3;30325;31703;Denver, CO;New York City, NY (Metropolitan Area);11292;11618;DEN;EWR;1659;1266;29426;UA;9397;29856;NK;119;9454;202131129211618DENEWR;;
Table1a;2021;3;30325;31703;Denver, CO;New York City, NY (Metropolitan Area);11292;12197;DEN;HPN;1659;15;30289;AA;5070;30976;DL;3380;28009;202131129212197DENHPN;;
Table1a;2021;3;30325;31703;Denver, CO;New York City, NY (Metropolitan Area);11292;12391;DEN;ISP;1659;31;23373;WN;8646;23526;F9;556;12812;202131129212391DENISP;;
Table1a;2021;3;30325;31703;Denver, CO;New York City, NY (Metropolitan Area);11292;12478;DEN;JFK;1659;777;24576;B6;5057;23239;B6;5057;23239;202131129212478DENJFK;;
Table1a;2021;3;30325;31703;Denver, CO;New York City, NY (Metropolitan Area);11292;12953;DEN;LGA;1659;1533;25189;UA;3061;28925;WN;2003;20669;202131129212953DENLGA;;
Table1a;2021;3;30325;31703;Denver, CO;New York City, NY (Metropolitan Area);11292;15070;DEN;SWF;1659;2;27905;AA;10000;27905;AA;10000;27905;202131129215070DENSWF;;
Table1a;2021;3;30325;32457;Denver, CO;San Francisco, CA (Metropolitan Area);11292;13796;DEN;OAK;967;787;15357;WN;8580;16255;F9;1146;8467;202131129213796DENOAK;;
Table1a;2021;3;30325;32457;Denver, CO;San Francisco, CA (Metropolitan Area);11292;14771;DEN;SFO;967;1447;18615;UA;5542;22430;F9;1567;9915;202131129214771DENSFO;;
Table1a;2021;3;30325;32457;Denver, CO;San Francisco, CA (Metropolitan Area);11292;14831;DEN;SJC;967;665;20514;WN;7424;19240;WN;7424;19240;202131129214831DENSJC;;
Table1a;2021;3;30325;32467;Denver, CO;Miami, FL (Metropolitan Area);11292;11697;DEN;FLL;1709;873;16922;UA;4485;20845;NK;2062;8695;202131129211697DENFLL;;
Table1a;2021;3;30325;32467;Denver, CO;Miami, FL (Metropolitan Area);11292;13303;DEN;MIA;1709;788;16659;AA;4308;18128;F9;1330;8835;202131129213303DENMIA;;
Table1a;2021;3;30325;32575;Denver, CO;Los Angeles, CA (Metropolitan Area);11292;10800;DEN;BUR;862;513;14275;WN;8263;13897;WN;8263;13897;202131129210800DENBUR;;
Table1a;2021;3;30325;32575;Denver, CO;Los Angeles, CA (Metropolitan Area);11292;12892;DEN;LAX;862;2367;13312;UA;3064;15263;AA;2020;12191;202131129212892DENLAX;;
Table1a;2021;3;30325;32575;Denver, CO;Los Angeles, CA (Metropolitan Area);11292;12954;DEN;LGB;862;275;11251;WN;9684;11086;WN;9684;11086;202131129212954DENLGB;;
Table1a;2021;3;30325;32575;Denver, CO;Los Angeles, CA (Metropolitan Area);11292;13891;DEN;ONT;862;544;13066;WN;5949;13845;F9;1906;7902;202131129213891DENONT;;
Table1a;2021;3;30325;32575;Denver, CO;Los Angeles, CA (Metropolitan Area);11292;14908;DEN;SNA;862;1259;13359;WN;6202;12736;F9;1064;7344;202131129214908DENSNA;;
Table1a;2021;3;30325;33195;Denver, CO;Tampa, FL (Metropolitan Area);11292;15304;DEN;TPA;1506;1188;16928;WN;4811;16374;F9;1203;8268;202131129215304DENTPA;;
Table1a;2021;3;30325;33667;Denver, CO;Norfolk, VA (Metropolitan Area);11292;13931;DEN;ORF;1553;327;21817;UA;3842;25441;F9;2094;10452;202131129213931DENORF;;
Table1a;2021;3;30325;33667;Denver, CO;Norfolk, VA (Metropolitan Area);11292;14098;DEN;PHF;1553;9;26528;AA;10000;26528;AA;10000;26528;202131129214098DENPHF;;
Table1a;2021;3;30397;30194;Atlanta, GA (Metropolitan Area);Dallas/Fort Worth, TX;10397;11259;ATL;DAL;731;888;13285;WN;5942;12727;WN;5942;12727;202131039711259ATLDAL;;
Table1a;2021;3;30397;30194;Atlanta, GA (Metropolitan Area);Dallas/Fort Worth, TX;10397;11298;ATL;DFW;731;1883;13496;DL;4739;14306;AA;4368;13516;202131039711298ATLDFW;;
Table1a;2021;3;30397;30466;Atlanta, GA (Metropolitan Area);Phoenix, AZ;10397;14107;ATL;PHX;1587;1098;20406;DL;5527;22962;AA;1924;17245;202131039714107ATLPHX;;
Table1a;2021;3;30397;30647;Atlanta, GA (Metropolitan Area);Cleveland, OH (Metropolitan Area);10397;10874;ATL;CAK;554;6;28631;AA;8868;29097;UA;1132;24983;202131039710874ATLCAK;;
Table1a;2021;3;30397;30647;Atlanta, GA (Metropolitan Area);Cleveland, OH (Metropolitan Area);10397;11042;ATL;CLE;554;931;13330;DL;7454;14181;WN;1145;12485;202131039711042ATLCLE;;
Table1a;2021;3;30397;30721;Atlanta, GA (Metropolitan Area);Boston, MA (Metropolitan Area);10397;10721;ATL;BOS;952;1963;20401;DL;8017;21197;B6;1338;16662;202131039710721ATLBOS;;
Table1a;2021;3;30397;30721;Atlanta, GA (Metropolitan Area);Boston, MA (Metropolitan Area);10397;13296;ATL;MHT;952;39;24963;AA;5457;26198;WN;3546;22550;202131039713296ATLMHT;;
Table1a;2021;3;30397;30721;Atlanta, GA (Metropolitan Area);Boston, MA (Metropolitan Area);10397;14307;ATL;PVD;952;282;22073;DL;8053;23466;F9;766;7610;202131039714307ATLPVD;;
Table1a;2021;3;30397;30852;Atlanta, GA (Metropolitan Area);Washington, DC (Metropolitan Area);10397;10821;ATL;BWI;577;1640;15003;DL;4453;17043;NK;1226;9364;202131039710821ATLBWI;;
Table1a;2021;3;30397;30852;Atlanta, GA (Metropolitan Area);Washington, DC (Metropolitan Area);10397;11278;ATL;DCA;577;1464;16376;DL;6211;17646;WN;1673;12671;202131039711278ATLDCA;;
Table1a;2021;3;30397;30852;Atlanta, GA (Metropolitan Area);Washington, DC (Metropolitan Area);10397;12264;ATL;IAD;577;683;15395;DL;5370;16822;WN;1505;10880;202131039712264ATLIAD;;
Table1a;2021;3;30397;30977;Atlanta, GA (Metropolitan Area);Chicago, IL;10397;13232;ATL;MDW;606;1315;13427;WN;6708;12895;WN;6708;12895;202131039713232ATLMDW;;
Table1a;2021;3;30397;30977;Atlanta, GA (Metropolitan Area);Chicago, IL;10397;13930;ATL;ORD;606;2262;13801;DL;5176;14459;AA;2553;13323;202131039713930ATLORD;;
Table1a;2021;3;30397;31066;Atlanta, GA (Metropolitan Area);Columbus, OH;10397;11066;ATL;CMH;447;616;15551;DL;7551;16167;WN;2151;13317;202131039711066ATLCMH;;
Table1a;2021;3;30397;31453;Atlanta, GA (Metropolitan Area);Houston, TX;10397;12191;ATL;HOU;696;1065;13704;WN;5486;12914;WN;5486;12914;202131039712191ATLHOU;;
Table1a;2021;3;30397;31453;Atlanta, GA (Metropolitan Area);Houston, TX;10397;12266;ATL;IAH;696;1205;13989;DL;6077;14251;DL;6077;14251;202131039712266ATLIAH;;
Table1a;2021;3;30397;31703;Atlanta, GA (Metropolitan Area);New York City, NY (Metropolitan Area);10397;11618;ATL;EWR;795;2266;17122;DL;4103;21110;NK;1194;10588;202131039711618ATLEWR;;
Table1a;2021;3;30397;31703;Atlanta, GA (Metropolitan Area);New York City, NY (Metropolitan Area);10397;12197;ATL;HPN;795;198;25347;DL;9627;25483;AA;143;21034;202131039712197ATLHPN;;
Table1a;2021;3;30397;31703;Atlanta, GA (Metropolitan Area);New York City, NY (Metropolitan Area);10397;12391;ATL;ISP;795;71;11559;F9;6713;8008;F9;6713;8008;202131039712391ATLISP;;
Table1a;2021;3;30397;31703;Atlanta, GA (Metropolitan Area);New York City, NY (Metropolitan Area);10397;12478;ATL;JFK;795;1027;20077;DL;6665;21364;B6;2657;17465;202131039712478ATLJFK;;
Table1a;2021;3;30397;31703;Atlanta, GA (Metropolitan Area);New York City, NY (Metropolitan Area);10397;12953;ATL;LGA;795;2897;19111;DL;6513;21339;WN;1432;15798;202131039712953ATLLGA;;
Table1a;2021;3;30397;31703;Atlanta, GA (Metropolitan Area);New York City, NY (Metropolitan Area);10397;15070;ATL;SWF;795;2;28657;AA;10000;28657;AA;10000;28657;202131039715070ATLSWF;;
Table1a;2021;3;30397;32457;Atlanta, GA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10397;13796;ATL;OAK;2139;213;21336;WN;6029;20775;WN;6029;20775;202131039713796ATLOAK;;
Table1a;2021;3;30397;32457;Atlanta, GA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10397;14771;ATL;SFO;2139;1111;31120;DL;7274;35090;F9;1096;13420;202131039714771ATLSFO;;
Table1a;2021;3;30397;32457;Atlanta, GA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10397;14831;ATL;SJC;2139;177;29963;DL;4932;34359;WN;3034;23801;202131039714831ATLSJC;;
Table1a;2021;3;30397;32467;Atlanta, GA (Metropolitan Area);Miami, FL (Metropolitan Area);10397;11697;ATL;FLL;594;2137;12148;DL;6425;13156;WN;1869;10819;202131039711697ATLFLL;;
Table1a;2021;3;30397;32467;Atlanta, GA (Metropolitan Area);Miami, FL (Metropolitan Area);10397;13303;ATL;MIA;594;2094;13696;DL;5451;14945;WN;1012;11447;202131039713303ATLMIA;;
Table1a;2021;3;30397;32575;Atlanta, GA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10397;10800;ATL;BUR;1947;64;26518;WN;4492;22669;WN;4492;22669;202131039710800ATLBUR;;
Table1a;2021;3;30397;32575;Atlanta, GA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10397;12892;ATL;LAX;1947;2859;25544;DL;5638;30999;NK;1473;12389;202131039712892ATLLAX;;
Table1a;2021;3;30397;32575;Atlanta, GA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10397;12954;ATL;LGB;1947;60;17136;WN;7243;15085;WN;7243;15085;202131039712954ATLLGB;;
Table1a;2021;3;30397;32575;Atlanta, GA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10397;13891;ATL;ONT;1947;341;22992;DL;4963;28607;F9;2477;9732;202131039713891ATLONT;;
Table1a;2021;3;30397;32575;Atlanta, GA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10397;14908;ATL;SNA;1947;298;32440;DL;7176;34907;AA;1167;29432;202131039714908ATLSNA;;
Table1a;2021;3;30397;33195;Atlanta, GA (Metropolitan Area);Tampa, FL (Metropolitan Area);10397;15304;ATL;TPA;406;1245;14066;DL;6671;15288;WN;2578;12413;202131039715304ATLTPA;;
Table1a;2021;3;30397;33667;Atlanta, GA (Metropolitan Area);Norfolk, VA (Metropolitan Area);10397;13931;ATL;ORF;516;438;19661;DL;8492;20026;UA;221;13127;202131039713931ATLORF;;
Table1a;2021;3;30397;33667;Atlanta, GA (Metropolitan Area);Norfolk, VA (Metropolitan Area);10397;14098;ATL;PHF;516;5;28406;AA;10000;28406;AA;10000;28406;202131039714098ATLPHF;;
Table1a;2021;3;30423;30194;Austin, TX;Dallas/Fort Worth, TX;10423;11259;AUS;DAL;190;233;16366;WN;9995;16358;WN;9995;16358;202131042311259AUSDAL;;
Table1a;2021;3;30423;30194;Austin, TX;Dallas/Fort Worth, TX;10423;11298;AUS;DFW;190;196;16405;AA;9928;16367;AA;9928;16367;202131042311298AUSDFW;;
Table1a;2021;3;30423;30466;Austin, TX;Phoenix, AZ;10423;14107;AUS;PHX;872;663;19341;WN;5526;18889;WN;5526;18889;202131042314107AUSPHX;;
Table1a;2021;3;30423;30721;Austin, TX;Boston, MA (Metropolitan Area);10423;10721;AUS;BOS;1698;818;23475;AA;3457;23218;AA;3457;23218;202131042310721AUSBOS;;
Table1a;2021;3;30423;30721;Austin, TX;Boston, MA (Metropolitan Area);10423;13296;AUS;MHT;1698;35;27031;WN;5511;25148;WN;5511;25148;202131042313296AUSMHT;;
Table1a;2021;3;30423;30721;Austin, TX;Boston, MA (Metropolitan Area);10423;14307;AUS;PVD;1698;68;25626;WN;3499;24340;WN;3499;24340;202131042314307AUSPVD;;
Table1a;2021;3;30423;30852;Austin, TX;Washington, DC (Metropolitan Area);10423;10821;AUS;BWI;1342;408;21339;WN;7797;21388;NK;253;9958;202131042310821AUSBWI;;
Table1a;2021;3;30423;30852;Austin, TX;Washington, DC (Metropolitan Area);10423;11278;AUS;DCA;1342;319;22891;WN;6593;21204;WN;6593;21204;202131042311278AUSDCA;;
Table1a;2021;3;30423;30852;Austin, TX;Washington, DC (Metropolitan Area);10423;12264;AUS;IAD;1342;356;23201;UA;6810;24980;AA;2441;17798;202131042312264AUSIAD;;
Table1a;2021;3;30423;30977;Austin, TX;Chicago, IL;10423;13232;AUS;MDW;977;468;16103;WN;9870;16067;WN;9870;16067;202131042313232AUSMDW;;
Table1a;2021;3;30423;30977;Austin, TX;Chicago, IL;10423;13930;AUS;ORD;977;1041;17474;AA;4537;17374;WN;1111;15459;202131042313930AUSORD;;
Table1a;2021;3;30423;31703;Austin, TX;New York City, NY (Metropolitan Area);10423;11618;AUS;EWR;1559;971;19482;UA;5624;21893;NK;1952;10490;202131042311618AUSEWR;;
