tbl;Year;quarter;citymarketid_1;citymarketid_2;city1_id;city2_id;airportid_1;airportid_2;nsmiles;passengers;fare;carrier_lg_id;large_ms;fare_lg;carrier_low_id;lf_ms;fare_low;tbl1apk;Columna2;Columna1
Table1a;2021;3;30693;30852;66;107;10693;10821;587;525;18248;12;9305;18120;12;9305;18120;202131069310821BNABWI;;
Table1a;2021;3;30693;30852;66;107;10693;11278;587;600;17270;12;6039;16224;12;6039;16224;202131069311278BNADCA;;
Table1a;2021;3;30693;30852;66;107;10693;12264;587;175;19978;11;8934;19969;12;267;15399;202131069312264BNAIAD;;
Table1a;2021;3;30693;31703;66;68;10693;11618;803;729;17441;11;8666;18118;9;1049;9705;202131069311618BNAEWR;;
Table1a;2021;3;30693;31703;66;68;10693;12197;803;9;23613;2;5190;22798;2;5190;22798;202131069312197BNAHPN;;
Table1a;2021;3;30693;31703;66;68;10693;12391;803;105;18416;12;9917;18380;12;9917;18380;202131069312391BNAISP;;
Table1a;2021;3;30693;31703;66;68;10693;12478;803;283;18445;5;5503;20421;4;3989;15788;202131069312478BNAJFK;;
Table1a;2021;3;30693;31703;66;68;10693;12953;803;1062;17281;5;3935;20049;9;1109;9898;202131069312953BNALGA;;
Table1a;2021;3;30693;31703;66;68;10693;15070;803;1;23072;2;10000;23072;2;10000;23072;202131069315070BNASWF;;
Table1a;2021;3;30693;32457;66;90;10693;13796;1969;220;25551;12;9339;25774;9;178;10225;202131069313796BNAOAK;;
Table1a;2021;3;30693;32457;66;90;10693;14771;1969;261;29586;11;5736;29980;12;1360;24465;202131069314771BNASFO;;
Table1a;2021;3;30693;32457;66;90;10693;14831;1969;192;23909;12;7534;23893;3;465;18554;202131069314831BNASJC;;
Table1a;2021;3;30693;33195;66;102;10693;14112;612;45;8191;7;10000;8191;7;10000;8191;202131069314112BNAPIE;;
Table1a;2021;3;30693;33195;66;102;10693;15304;612;551;17238;12;7936;16679;12;7936;16679;202131069315304BNATPA;;
Table1a;2021;3;30713;30194;11;25;10713;11259;1282;47;17677;12;9562;17635;12;9562;17635;202131071311259BOIDAL;;
Table1a;2021;3;30713;30194;11;25;10713;11298;1282;197;19554;2;8127;19315;2;8127;19315;202131071311298BOIDFW;;
Table1a;2021;3;30713;30466;11;77;10713;10466;749;13;8321;7;10000;8321;7;10000;8321;202131071310466BOIAZA;;
Table1a;2021;3;30713;30466;11;77;10713;14107;749;415;12966;12;5311;12749;2;3995;12484;202131071314107BOIPHX;;
Table1a;2021;3;30713;30977;11;19;10713;13232;1448;42;17503;12;9793;17398;12;9793;17398;202131071313232BOIMDW;;
Table1a;2021;3;30713;30977;11;19;10713;13930;1448;195;21159;11;5767;22001;3;2153;18327;202131071313930BOIORD;;
Table1a;2021;3;30713;31703;11;68;10713;11618;2167;46;32944;11;4573;38871;5;3626;28414;202131071311618BOIEWR;;
Table1a;2021;3;30713;31703;11;68;10713;12197;2167;2;31975;11;6000;36663;5;3333;21860;202131071312197BOIHPN;;
Table1a;2021;3;30713;31703;11;68;10713;12478;2167;96;20071;4;6870;15194;4;6870;15194;202131071312478BOIJFK;;
Table1a;2021;3;30713;31703;11;68;10713;12953;2167;37;28309;5;3982;29649;12;1003;21659;202131071312953BOILGA;;
Table1a;2021;3;30713;32457;11;90;10713;13796;523;221;12369;12;9597;12162;12;9597;12162;202131071313796BOIOAK;;
Table1a;2021;3;30713;32457;11;90;10713;14771;523;249;13277;11;6523;14212;3;3163;10910;202131071314771BOISFO;;
Table1a;2021;3;30713;32457;11;90;10713;14831;523;175;14022;3;4813;14406;12;4595;13184;202131071314831BOISJC;;
Table1a;2021;3;30713;32575;11;51;10713;10800;688;65;15128;12;7383;14532;12;7383;14532;202131071310800BOIBUR;;
Table1a;2021;3;30713;32575;11;51;10713;12892;688;575;12344;3;5458;12376;3;5458;12376;202131071312892BOILAX;;
Table1a;2021;3;30713;32575;11;51;10713;12954;688;34;12243;12;7581;10954;12;7581;10954;202131071312954BOILGB;;
Table1a;2021;3;30713;32575;11;51;10713;13891;688;92;16478;12;5130;15246;12;5130;15246;202131071313891BOIONT;;
Table1a;2021;3;30713;32575;11;51;10713;14908;688;254;13661;12;7300;13201;7;680;7675;202131071314908BOISNA;;
Table1a;2021;3;30721;30194;12;25;10721;11259;1562;59;25053;12;8404;24896;12;8404;24896;202131072111259BOSDAL;;
Table1a;2021;3;30721;30194;12;25;10721;11298;1562;1314;25952;2;7652;27433;4;1781;20357;202131072111298BOSDFW;;
Table1a;2021;3;30721;30194;12;25;13296;11259;1562;20;27456;12;10000;27456;12;10000;27456;202131329611259MHTDAL;;
Table1a;2021;3;30721;30194;12;25;13296;11298;1562;25;33468;2;9185;34031;11;644;26500;202131329611298MHTDFW;;
Table1a;2021;3;30721;30194;12;25;14307;11259;1562;39;23888;12;9003;23479;12;9003;23479;202131430711259PVDDAL;;
Table1a;2021;3;30721;30194;12;25;14307;11298;1562;60;30912;2;6127;32297;5;2909;29007;202131430711298PVDDFW;;
Table1a;2021;3;30721;30198;12;78;10721;14122;496;523;21018;5;4497;19152;5;4497;19152;202131072114122BOSPIT;;
Table1a;2021;3;30721;30198;12;78;13296;14122;496;20;19251;2;5722;20585;12;3556;16690;202131329614122MHTPIT;;
Table1a;2021;3;30721;30198;12;78;14307;14122;496;32;22999;2;5920;24741;12;1940;18803;202131430714122PVDPIT;;
Table1a;2021;3;30721;30325;12;26;10721;11292;1754;1960;27353;11;4734;29920;12;2224;23627;202131072111292BOSDEN;;
Table1a;2021;3;30721;30325;12;26;13296;11292;1754;66;30003;12;6361;27425;12;6361;27425;202131329611292MHTDEN;;
Table1a;2021;3;30721;30325;12;26;14307;11292;1754;108;29082;12;3845;28650;12;3845;28650;202131430711292PVDDEN;;
Table1a;2021;3;30721;30466;12;77;10721;14107;2300;995;27755;2;5577;29178;4;2952;24078;202131072114107BOSPHX;;
Table1a;2021;3;30721;30466;12;77;13296;14107;2300;49;30346;12;5673;27408;12;5673;27408;202131329614107MHTPHX;;
Table1a;2021;3;30721;30466;12;77;14307;14107;2300;85;31616;2;3882;34812;12;3470;29113;202131430714107PVDPHX;;
Table1a;2021;3;30721;30559;12;95;10721;14747;2496;1483;30352;5;3738;29472;5;3738;29472;202131072114747BOSSEA;;
Table1a;2021;3;30721;30559;12;95;13296;14747;2496;17;32941;2;5096;33129;2;5096;33129;202131329614747MHTSEA;;
Table1a;2021;3;30721;30559;12;95;14307;14747;2496;48;35278;2;3348;36636;12;1765;32678;202131430714747PVDSEA;;
Table1a;2021;3;30721;30647;12;21;10721;10874;563;6;21354;2;6780;21706;11;2881;21104;202131072110874BOSCAK;;
Table1a;2021;3;30721;30647;12;21;10721;11042;563;564;17760;4;4678;17401;5;4331;17374;202131072111042BOSCLE;;
Table1a;2021;3;30721;30647;12;21;13296;10874;563;2;26463;11;7368;26507;2;2632;26340;202131329610874MHTCAK;;
Table1a;2021;3;30721;30647;12;21;13296;11042;563;17;20936;12;4605;19657;12;4605;19657;202131329611042MHTCLE;;
Table1a;2021;3;30721;30647;12;21;14307;10874;563;3;28293;2;7308;29195;11;2692;25847;202131430710874PVDCAK;;
Table1a;2021;3;30721;30647;12;21;14307;11042;563;24;23667;2;3779;26370;12;3088;18173;202131430711042PVDCLE;;
Table1a;2021;3;30721;30693;12;66;10721;10693;942;996;20454;5;3551;21931;12;3120;18874;202131072110693BOSBNA;;
Table1a;2021;3;30721;30693;12;66;13296;10693;942;38;24891;12;5156;21870;12;5156;21870;202131329610693MHTBNA;;
Table1a;2021;3;30721;30693;12;66;14307;10693;942;80;22995;12;4402;21222;12;4402;21222;202131430710693PVDBNA;;
Table1a;2021;3;30721;30792;12;14;10721;10792;395;209;19161;4;7930;18751;4;7930;18751;202131072110792BOSBUF;;
Table1a;2021;3;30721;30792;12;14;13296;10792;395;8;25017;12;4714;25883;11;1286;23267;202131329610792MHTBUF;;
Table1a;2021;3;30721;30792;12;14;14307;10792;395;11;25317;2;5556;24911;5;1313;23315;202131430710792PVDBUF;;
Table1a;2021;3;30721;30849;12;13;10721;10849;1991;188;29051;4;3358;31687;2;2382;23932;202131072110849BOSBZN;;
Table1a;2021;3;30721;30849;12;13;13296;10849;1991;9;28987;2;5647;26973;2;5647;26973;202131329610849MHTBZN;;
Table1a;2021;3;30721;30849;12;13;14307;10849;1991;12;31069;2;4107;30200;2;4107;30200;202131430710849PVDBZN;;
Table1a;2021;3;30721;30852;12;107;10721;10821;418;631;17619;12;9909;17584;12;9909;17584;202131072110821BOSBWI;;
Table1a;2021;3;30721;30852;12;107;10721;11278;418;1945;16698;2;4724;17414;5;1992;15466;202131072111278BOSDCA;;
Table1a;2021;3;30721;30852;12;107;10721;12264;418;330;18815;11;9845;18808;11;9845;18808;202131072112264BOSIAD;;
Table1a;2021;3;30721;30852;12;107;13296;10821;418;239;17193;12;9932;17156;12;9932;17156;202131329610821MHTBWI;;
Table1a;2021;3;30721;30852;12;107;13296;11278;418;109;20280;2;9870;20280;2;9870;20280;202131329611278MHTDCA;;
Table1a;2021;3;30721;30852;12;107;13296;12264;418;63;19921;11;9810;19999;11;9810;19999;202131329612264MHTIAD;;
Table1a;2021;3;30721;30852;12;107;14307;10821;418;227;19003;12;9995;18999;12;9995;18999;202131430710821PVDBWI;;
Table1a;2021;3;30721;30852;12;107;14307;11278;418;183;22509;2;9947;22543;2;9947;22543;202131430711278PVDDCA;;
Table1a;2021;3;30721;30852;12;107;14307;12264;418;58;24061;11;9869;23970;11;9869;23970;202131430712264PVDIAD;;
Table1a;2021;3;30721;30977;12;19;10721;13232;867;422;18732;12;9742;18787;5;227;16581;202131072113232BOSMDW;;
Table1a;2021;3;30721;30977;12;19;10721;13930;867;2433;19846;11;3256;21668;4;1752;17358;202131072113930BOSORD;;
Table1a;2021;3;30721;30977;12;19;13296;13232;867;97;20315;12;10000;20315;12;10000;20315;202131329613232MHTMDW;;
Table1a;2021;3;30721;30977;12;19;13296;13930;867;83;26333;2;9215;26607;12;510;23336;202131329613930MHTORD;;
Table1a;2021;3;30721;30977;12;19;14307;13232;867;110;21259;12;9793;21243;12;9793;21243;202131430713232PVDMDW;;
Table1a;2021;3;30721;30977;12;19;14307;13930;867;214;26531;2;7011;27010;11;2374;25501;202131430713930PVDORD;;
Table1a;2021;3;30721;30994;12;17;10721;10994;836;544;19416;4;4911;19214;4;4911;19214;202131072110994BOSCHS;;
Table1a;2021;3;30721;30994;12;17;13296;10994;836;25;19917;12;5628;18375;11;1039;16506;202131329610994MHTCHS;;
Table1a;2021;3;30721;30994;12;17;14307;10994;836;48;23333;2;4205;23665;12;2864;21807;202131430710994PVDCHS;;
Table1a;2021;3;30721;31057;12;18;10721;11057;737;1086;18310;2;7473;18638;4;2226;16635;202131072111057BOSCLT;;
Table1a;2021;3;30721;31057;12;18;13296;11057;737;121;22659;2;9108;23017;11;216;18208;202131329611057MHTCLT;;
Table1a;2021;3;30721;31057;12;18;14307;11057;737;209;22808;2;9006;23218;6;135;5904;202131430711057PVDCLT;;
Table1a;2021;3;30721;31066;12;24;10721;11066;640;362;21812;5;6658;23113;2;2538;18469;202131072111066BOSCMH;;
Table1a;2021;3;30721;31066;12;24;13296;11066;640;27;22429;12;5410;20124;12;5410;20124;202131329611066MHTCMH;;
Table1a;2021;3;30721;31066;12;24;14307;11066;640;37;25586;2;3947;27242;12;3412;21265;202131430711066PVDCMH;;
Table1a;2021;3;30721;31123;12;99;10721;15016;1047;379;26223;12;6727;26142;2;1694;25362;202131072115016BOSSTL;;
Table1a;2021;3;30721;31123;12;99;13296;15016;1047;36;27457;12;5957;26915;12;5957;26915;202131329615016MHTSTL;;
Table1a;2021;3;30721;31123;12;99;14307;15016;1047;49;24867;12;4600;23705;12;4600;23705;202131430715016PVDSTL;;
Table1a;2021;3;30721;31135;12;64;10721;13577;756;302;12182;9;7212;8944;9;7212;8944;202131072113577BOSMYR;;
Table1a;2021;3;30721;31135;12;64;13296;13577;756;26;20529;12;4896;18590;12;4896;18590;202131329613577MHTMYR;;
Table1a;2021;3;30721;31135;12;64;14307;13577;756;46;16542;2;3222;20939;6;3103;7210;202131430713577PVDMYR;;
Table1a;2021;3;30721;31136;12;44;10721;12451;1028;571;17619;4;4977;16715;4;4977;16715;202131072112451BOSJAX;;
Table1a;2021;3;30721;31136;12;44;13296;12451;1028;28;22005;12;5257;20476;12;5257;20476;202131329612451MHTJAX;;
Table1a;2021;3;30721;31136;12;44;14307;12451;1028;57;21687;2;4583;24235;12;2803;19122;202131430712451PVDJAX;;
Table1a;2021;3;30721;31295;12;28;10721;11433;632;970;19058;5;7583;19524;4;1950;17076;202131072111433BOSDTW;;
Table1a;2021;3;30721;31295;12;28;13296;11433;632;20;22095;2;6000;23217;12;3278;20051;202131329611433MHTDTW;;
Table1a;2021;3;30721;31295;12;28;14307;11433;632;108;24201;5;8960;24347;12;374;20727;202131430711433PVDDTW;;
Table1a;2021;3;30721;31453;12;39;10721;12191;1609;77;25475;12;7333;24527;12;7333;24527;202131072112191BOSHOU;;
Table1a;2021;3;30721;31453;12;39;10721;12266;1609;856;26994;11;6961;28762;4;1589;22477;202131072112266BOSIAH;;
Table1a;2021;3;30721;31453;12;39;13296;12191;1609;17;27883;12;9874;27812;12;9874;27812;202131329612191MHTHOU;;
Table1a;2021;3;30721;31453;12;39;13296;12266;1609;16;30240;2;5455;29837;12;1189;24476;202131329612266MHTIAH;;
Table1a;2021;3;30721;31453;12;39;14307;12191;1609;38;26467;12;8473;25147;12;8473;25147;202131430712191PVDHOU;;
Table1a;2021;3;30721;31453;12;39;14307;12266;1609;41;30638;2;4000;28866;5;2526;28549;202131430712266PVDIAH;;
Table1a;2021;3;30721;31454;12;72;10721;13204;1142;2730;16827;4;4080;19133;9;1267;9695;202131072113204BOSMCO;;
Table1a;2021;3;30721;31454;12;72;13296;13204;1142;263;20343;12;9272;19788;12;9272;19788;202131329613204MHTMCO;;
Table1a;2021;3;30721;31454;12;72;14307;13204;1142;848;17434;12;5296;19113;6;1360;9788;202131430713204PVDMCO;;
Table1a;2021;3;30721;31650;12;61;10721;13487;1124;1277;21160;5;6584;23642;10;1863;13056;202131072113487BOSMSP;;
Table1a;2021;3;30721;31650;12;61;13296;13487;1124;24;23991;12;6221;21582;12;6221;21582;202131329613487MHTMSP;;
Table1a;2021;3;30721;31650;12;61;14307;13487;1124;148;16469;10;5437;11202;10;5437;11202;202131430713487PVDMSP;;
Table1a;2021;3;30721;31703;12;68;10721;11618;200;558;15393;11;7384;16335;4;1758;14710;202131072111618BOSEWR;;
Table1a;2021;3;30721;31703;12;68;10721;12197;200;0;49150;4;10000;49150;4;10000;49150;202131072112197BOSHPN;;
Table1a;2021;3;30721;31703;12;68;10721;12391;200;1;24300;2;10000;24300;2;10000;24300;202131072112391BOSISP;;
Table1a;2021;3;30721;31703;12;68;10721;12478;200;228;20888;4;4704;18692;4;4704;18692;202131072112478BOSJFK;;
Table1a;2021;3;30721;31703;12;68;10721;12953;200;512;18595;5;5657;19754;2;4024;17290;202131072112953BOSLGA;;
Table1a;2021;3;30721;31703;12;68;13296;12391;200;0;26020;2;10000;26020;2;10000;26020;202131329612391MHTISP;;
Table1a;2021;3;30721;31703;12;68;14307;11618;200;6;28035;11;10000;28035;11;10000;28035;202131430711618PVDEWR;;
Table1a;2021;3;30721;31714;12;32;10721;14635;1271;728;21225;4;7228;21053;2;1053;20576;202131072114635BOSRSW;;
Table1a;2021;3;30721;31714;12;32;13296;14635;1271;42;21022;12;5221;19969;12;5221;19969;202131329614635MHTRSW;;
Table1a;2021;3;30721;31714;12;32;14307;14635;1271;100;20841;12;4978;19386;12;4978;19386;202131430714635PVDRSW;;
Table1a;2021;3;30721;32211;12;49;10721;12889;2381;1127;29101;4;5339;30957;5;2724;30756;202131072112889BOSLAS;;
Table1a;2021;3;30721;32211;12;49;13296;12889;2381;37;29879;12;6549;26414;12;6549;26414;202131329612889MHTLAS;;
Table1a;2021;3;30721;32211;12;49;14307;12889;2381;75;29619;12;3718;28422;12;3718;28422;202131430712889PVDLAS;;
Table1a;2021;3;30721;32337;12;41;10721;12339;818;438;19723;5;5222;21493;2;3530;18680;202131072112339BOSIND;;
Table1a;2021;3;30721;32337;12;41;13296;12339;818;26;25309;2;5041;26573;12;4380;23997;202131329612339MHTIND;;
Table1a;2021;3;30721;32337;12;41;14307;12339;818;42;25785;2;4066;26938;12;1714;19826;202131430712339PVDIND;;
Table1a;2021;3;30721;32457;12;90;10721;13796;2704;51;31665;12;5494;31914;12;5494;31914;202131072113796BOSOAK;;
Table1a;2021;3;30721;32457;12;90;10721;14771;2704;2355;39702;4;4795;41918;11;3009;41161;202131072114771BOSSFO;;
Table1a;2021;3;30721;32457;12;90;10721;14831;2704;293;30850;4;6287;31716;5;1461;28881;202131072114831BOSSJC;;
Table1a;2021;3;30721;32457;12;90;13296;13796;2704;8;32617;12;10000;32617;12;10000;32617;202131329613796MHTOAK;;
Table1a;2021;3;30721;32457;12;90;13296;14771;2704;10;40526;2;5506;37859;2;5506;37859;202131329614771MHTSFO;;
Table1a;2021;3;30721;32457;12;90;13296;14831;2704;5;39334;12;7551;36335;12;7551;36335;202131329614831MHTSJC;;
Table1a;2021;3;30721;32457;12;90;14307;13796;2704;12;34296;12;9259;34072;12;9259;34072;202131430713796PVDOAK;;
Table1a;2021;3;30721;32457;12;90;14307;14771;2704;57;39213;5;2958;35000;10;1317;29781;202131430714771PVDSFO;;
Table1a;2021;3;30721;32457;12;90;14307;14831;2704;8;34145;12;5479;34951;5;2603;27553;202131430714831PVDSJC;;
Table1a;2021;3;30721;32467;12;58;10721;11697;1283;1685;14139;4;4704;14728;5;2163;14445;202131072111697BOSFLL;;
Table1a;2021;3;30721;32467;12;58;10721;13303;1283;1693;14692;4;3806;12702;4;3806;12702;202131072113303BOSMIA;;
Table1a;2021;3;30721;32467;12;58;13296;11697;1283;26;18766;12;6102;17384;12;6102;17384;202131329611697MHTFLL;;
Table1a;2021;3;30721;32467;12;58;13296;13303;1283;12;22656;2;5413;23039;12;4128;20507;202131329613303MHTMIA;;
Table1a;2021;3;30721;32467;12;58;14307;11697;1283;195;18094;4;5751;15891;4;5751;15891;202131430711697PVDFLL;;
Table1a;2021;3;30721;32467;12;58;14307;13303;1283;68;16059;6;5361;9021;6;5361;9021;202131430713303PVDMIA;;
Table1a;2021;3;30721;32575;12;51;10721;10800;2611;52;23955;2;4470;21977;2;4470;21977;202131072110800BOSBUR;;
Table1a;2021;3;30721;32575;12;51;10721;12892;2611;3147;32462;4;3317;35052;2;2141;30284;202131072112892BOSLAX;;
Table1a;2021;3;30721;32575;12;51;10721;12954;2611;20;26284;12;5936;25078;5;1123;24113;202131072112954BOSLGB;;
Table1a;2021;3;30721;32575;12;51;10721;13891;2611;72;32575;2;4693;30629;2;4693;30629;202131072113891BOSONT;;
Table1a;2021;3;30721;32575;12;51;10721;14908;2611;124;36121;2;4203;35856;12;1208;31120;202131072114908BOSSNA;;
Table1a;2021;3;30721;32575;12;51;13296;10800;2611;3;29727;12;8333;28044;12;8333;28044;202131329610800MHTBUR;;
Table1a;2021;3;30721;32575;12;51;13296;12892;2611;23;35457;2;5185;36582;12;3704;32568;202131329612892MHTLAX;;
Table1a;2021;3;30721;32575;12;51;13296;12954;2611;1;27648;12;10000;27648;12;10000;27648;202131329612954MHTLGB;;
Table1a;2021;3;30721;32575;12;51;13296;13891;2611;3;32772;12;6000;33459;2;4000;31740;202131329613891MHTONT;;
Table1a;2021;3;30721;32575;12;51;13296;14908;2611;7;35452;12;5082;32326;12;5082;32326;202131329614908MHTSNA;;
Table1a;2021;3;30721;32575;12;51;14307;10800;2611;5;30100;12;7447;24429;12;7447;24429;202131430710800PVDBUR;;
Table1a;2021;3;30721;32575;12;51;14307;12892;2611;78;34476;2;3810;36513;10;1275;24180;202131430712892PVDLAX;;
Table1a;2021;3;30721;32575;12;51;14307;12954;2611;4;23943;12;8462;23912;12;8462;23912;202131430712954PVDLGB;;
Table1a;2021;3;30721;32575;12;51;14307;13891;2611;12;41656;2;4375;41022;12;1786;39012;202131430713891PVDONT;;
Table1a;2021;3;30721;32575;12;51;14307;14908;2611;22;38810;2;4179;38679;12;1592;32748;202131430714908PVDSNA;;
Table1a;2021;3;30721;33044;12;52;10721;14730;829;119;24697;2;3890;23170;2;3890;23170;202131072114730BOSSDF;;
Table1a;2021;3;30721;33044;12;52;13296;14730;829;26;23772;12;5000;21990;12;5000;21990;202131329614730MHTSDF;;
Table1a;2021;3;30721;33044;12;52;14307;14730;829;35;27172;2;3600;27342;12;2523;22205;202131430714730PVDSDF;;
Table1a;2021;3;30721;33105;12;20;10721;11193;752;339;25772;5;7733;27140;2;1584;21114;202131072111193BOSCVG;;
Table1a;2021;3;30721;33105;12;20;13296;11193;752;23;20683;2;5721;21954;11;1023;18587;202131329611193MHTCVG;;
Table1a;2021;3;30721;33105;12;20;14307;11193;752;57;17122;7;4280;7279;7;4280;7279;202131430711193PVDCVG;;
Table1a;2021;3;30721;33192;12;86;10721;14893;2636;299;30218;4;3406;29129;12;1341;28372;202131072114893BOSSMF;;
Table1a;2021;3;30721;33192;12;86;13296;14893;2636;13;35072;12;5169;33685;12;5169;33685;202131329614893MHTSMF;;
Table1a;2021;3;30721;33192;12;86;14307;14893;2636;23;36658;12;3803;34915;2;2347;33272;202131430714893PVDSMF;;
Table1a;2021;3;30721;33195;12;102;10721;15304;1204;1243;19699;5;4469;19403;5;4469;19403;202131072115304BOSTPA;;
Table1a;2021;3;30721;33195;12;102;13296;15304;1204;109;22879;12;7869;21967;12;7869;21967;202131329615304MHTTPA;;
Table1a;2021;3;30721;33195;12;102;14307;15304;1204;381;17913;12;6970;19768;6;2052;8456;202131430715304PVDTPA;;
Table1a;2021;3;30721;33198;12;46;10721;13198;1256;343;24097;5;6579;24409;12;1516;23496;202131072113198BOSMCI;;
Table1a;2021;3;30721;33198;12;46;13296;13198;1256;35;25314;12;6380;23468;12;6380;23468;202131329613198MHTMCI;;
Table1a;2021;3;30721;33198;12;46;14307;13198;1256;51;26153;12;4979;22950;12;4979;22950;202131430713198PVDMCI;;
Table1a;2021;3;30721;33214;12;88;10721;14683;1764;218;25794;2;4778;24543;12;1686;22813;202131072114683BOSSAT;;
Table1a;2021;3;30721;33214;12;88;13296;14683;1764;26;26040;12;6942;24680;12;6942;24680;202131329614683MHTSAT;;
Table1a;2021;3;30721;33214;12;88;14307;14683;1764;40;25618;12;3710;23967;12;3710;23967;202131430714683PVDSAT;;
Table1a;2021;3;30721;33342;12;60;10721;13342;860;175;26176;5;5719;26918;12;1307;22752;202131072113342BOSMKE;;
Table1a;2021;3;30721;33342;12;60;13296;13342;860;22;24756;12;6600;22450;12;6600;22450;202131329613342MHTMKE;;
Table1a;2021;3;30721;33342;12;60;14307;13342;860;33;26406;12;3742;23231;12;3742;23231;202131430713342PVDMKE;;
Table1a;2021;3;30721;33495;12;67;10721;13495;1371;348;21852;4;5988;20639;4;5988;20639;202131072113495BOSMSY;;
Table1a;2021;3;30721;33495;12;67;13296;13495;1371;11;26441;12;5490;23898;11;1176;21150;202131329613495MHTMSY;;
Table1a;2021;3;30721;33495;12;67;14307;13495;1371;33;31721;5;3377;35681;12;2649;26952;202131430713495PVDMSY;;
Table1a;2021;3;30721;33570;12;89;10721;14679;2588;1111;32619;4;5378;35648;3;1854;29277;202131072114679BOSSAN;;
Table1a;2021;3;30721;33570;12;89;13296;14679;2588;34;31812;12;4791;29494;12;4791;29494;202131329614679MHTSAN;;
Table1a;2021;3;30721;33570;12;89;14307;14679;2588;82;34932;2;3709;36739;5;2000;27696;202131430714679PVDSAN;;
Table1a;2021;3;30721;33667;12;69;10721;13931;487;215;18415;5;4505;19144;7;1187;7867;202131072113931BOSORF;;
Table1a;2021;3;30721;33667;12;69;10721;14098;487;8;22430;2;10000;22430;2;10000;22430;202131072114098BOSPHF;;
Table1a;2021;3;30721;33667;12;69;13296;13931;487;46;19246;2;4692;21897;12;3886;16734;202131329613931MHTORF;;
Table1a;2021;3;30721;33667;12;69;13296;14098;487;3;25491;2;9583;25906;2;9583;25906;202131329614098MHTPHF;;
Table1a;2021;3;30721;33667;12;69;14307;13931;487;58;22303;2;5599;23953;12;3352;20582;202131430713931PVDORF;;
Table1a;2021;3;30721;33667;12;69;14307;14098;487;3;26120;2;10000;26120;2;10000;26120;202131430714098PVDPHF;;
Table1a;2021;3;30721;34027;12;108;10721;14027;1222;614;19699;4;8830;19500;11;209;15987;202131072114027BOSPBI;;
Table1a;2021;3;30721;34027;12;108;13296;14027;1222;24;22898;12;5388;20318;12;5388;20318;202131329614027MHTPBI;;
Table1a;2021;3;30721;34027;12;108;14307;14027;1222;81;21347;4;2934;12734;4;2934;12734;202131430714027PVDPBI;;
Table1a;2021;3;30721;34057;12;80;10721;14057;2537;644;30848;3;3748;33355;5;1697;28703;202131072114057BOSPDX;;
Table1a;2021;3;30721;34057;12;80;13296;14057;2537;18;33953;12;6442;31432;12;6442;31432;202131329614057MHTPDX;;
Table1a;2021;3;30721;34057;12;80;14307;14057;2537;30;35117;12;3429;36411;5;2964;33056;202131430714057PVDPDX;;
Table1a;2021;3;30721;34100;12;76;10721;14100;289;911;16938;2;6439;17388;4;3095;16367;202131072114100BOSPHL;;
Table1a;2021;3;30721;34100;12;76;13296;14100;289;74;21840;2;9765;21900;11;147;18530;202131329614100MHTPHL;;
Table1a;2021;3;30721;34100;12;76;14307;14100;289;72;23088;2;9653;23618;6;317;6219;202131430714100PVDPHL;;
Table1a;2021;3;30721;34492;12;82;10721;14492;625;973;20466;5;5331;20621;4;3740;20361;202131072114492BOSRDU;;
Table1a;2021;3;30721;34492;12;82;13296;14492;625;42;22664;12;4635;21370;12;4635;21370;202131329614492MHTRDU;;
Table1a;2021;3;30721;34492;12;82;14307;14492;625;67;22995;2;4314;23683;12;4134;22837;202131430714492PVDRDU;;
Table1a;2021;3;30721;34524;12;84;10721;14524;487;510;17922;4;5135;18064;5;4246;17549;202131072114524BOSRIC;;
Table1a;2021;3;30721;34524;12;84;13296;14524;487;9;23398;2;7975;24245;11;1899;20243;202131329614524MHTRIC;;
Table1a;2021;3;30721;34524;12;84;14307;14524;487;16;23120;2;7778;24756;11;2083;17163;202131430714524PVDRIC;;
Table1a;2021;3;30721;34614;12;87;10721;14869;2105;761;27937;5;6578;30461;4;2272;22068;202131072114869BOSSLC;;
Table1a;2021;3;30721;34614;12;87;13296;14869;2105;27;29282;12;6071;26873;12;6071;26873;202131329614869MHTSLC;;
Table1a;2021;3;30721;34614;12;87;14307;14869;2105;30;31413;12;3464;26456;12;3464;26456;202131430714869PVDSLC;;
Table1a;2021;3;30721;34685;12;94;10721;14685;917;325;19242;4;6622;19127;2;1395;18037;202131072114685BOSSAV;;
Table1a;2021;3;30721;34685;12;94;13296;14685;917;17;21939;2;4843;25461;11;1509;17146;202131329614685MHTSAV;;
Table1a;2021;3;30721;34685;12;94;14307;14685;917;35;21039;2;4151;20935;11;1038;18628;202131430714685PVDSAV;;
Table1a;2021;3;30721;34986;12;93;10721;14986;1240;164;17281;7;2821;9814;7;2821;9814;202131072114986BOSSRQ;;
Table1a;2021;3;30721;34986;12;93;13296;14986;1240;32;22198;12;6780;19395;12;6780;19395;202131329614986MHTSRQ;;
Table1a;2021;3;30721;34986;12;93;14307;14986;1240;33;22806;12;4886;19650;12;4886;19650;202131430714986PVDSRQ;;
Table1a;2021;3;30785;30852;15;107;10785;10821;441;1;28269;2;9167;28610;2;9167;28610;202131078510821BTVBWI;;
Table1a;2021;3;30785;30852;15;107;10785;11278;441;112;23159;2;9709;23127;2;9709;23127;202131078511278BTVDCA;;
